7,70/\,7,7,7,70/\,7,7,7,7,7,7,7,7,7,7,7,7,70/\,7,7,7,7,70/\,7,7,7,7,7,7,7,7,7,70/\,7,7,7,7,7,7,7,70/\,7,7,7,7,7,7,7,70/\,7,7,7,7,70/\,7,7,7,7,7,70/\,7,7,7
70 /,70\/,70\ ,7,70 /,70\/,70\ ,7,7,70/\,7,7,7,7,7,70/\,7,70 /,70\/,70\ ,7,7,70 /,70\/,70\ ,7,70/\,7,7,7,7,7,70 /,70\/,70\ ,7,7,7,70/\,7,70 /,70\/,70\ ,7,7,70/\,7,7,70 /,70\/,70\ ,7,7,70 /,70\/,70\ ,7,7,7,70 /,70\/,70\ ,7,7
7,75||,7,7,7,75||,7,7,70 /,70\/,70\ ,7,7,7,70 /,70\/,70\ ,7,75||,7,7,7,7,75||,7,70 /,70\/,70\ ,7,7,7,70/\,7,75||,7,7,7,70 /,70\/,70\ ,7,75||,7,7,70 /,70\/,70\ ,7,7,75||,7,70/\,7,7,75||,7,70/\,7,7,7,75||,7,7,7
7,7,7,70/\,7,7,70/\,7,7,75||,7,70/\,7,7,7,75||,7,7,7,70/\,7,7,7,7,70/\,7,75||,7,70/\,7,70 /,70\/,70\ ,7,7   1,7   1,7   1,7   1,75||1,7   1,7   1,7   1,7   1,7   1,7,75||,7,70/\,7,7,70 /,70\/,70\ ,7,7,70 /,70\/,70\ ,7,7,7,7,70/\,7
7,7,70 /,70\/,70\ ,70 /,70\/,70\ ,7,7,70 /,70\/,70\ ,7,7,7,7,7,70 /,70\/,70\ ,7,7,70 /,70\/,70\ ,7,70 /,70\/,70\ ,7,75||1,7   1,7   1,0,0,0,0,0,0,0,0,0,0,7   1,7   1,70 /1,70\/,70\ ,7,70/\,75||,7,7,7,7,75||,7,7,7,7,70 /,70\/,70\ 
7,7,7,75||,7,7,75||,7,7,7,7,75||,7,7,7,7,70/\,7,7,75||,7,7,70/\,7,75||,7,7,7   1,75||1,7   1,7   1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75||1,7   1,70 /,70\/,70\ ,7,70/\,7,7,7,7,7,70/\,7,7,75||,7
7,7,7,7,7,7,7,70/\,7,7,7,7,7,7,7,70 /,70\/,70\ ,7,7,7,70 /,70\/,70\ ,7   1,7   1,7   1,0,0,0,0,0,0,0,0,0,0,02* ,0,0,0,0,0,0,04* ,0,0,0,0,7   1,75||1,7,70 /,70\/,70\ ,7,7,7,70 /,70\/,70\ ,7,7,7
7,7,70/\,7,7,7,70 /,70\/,70\ ,7,70/\,7,7,7,70/\,7,75||,7,7,7,7   1,7   1,75||1,7   1,0,0,0,0,0,0,05* ,0,0,0,0,0,05* ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7   1,7,75||,7,70/\,7,7,7,75||,7,7,7,7
7,70 /,70\/,70\ ,7,7,7,75||,7,70 /,70\/,70\ ,7,70 /,70\/,70\ ,7,7   1,7   1,7   1,0,0,0,0,0,0,0,0,0,0,0,06* ,0,0,0,0,0,0,02* ,0,0,0,06* ,0,0,0,0,0,0,0,0,0,7   1,7,70 /,70\/,70\ ,70/\,7,7,7,70/\,7,7
7,7,75||,70/\,7,7,7,7,7,7,75||,7,7,7,75||,7   1,7   1,0,0,0,0,0,0,0,0,0,02* ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05* ,0,0,0,0,03 *,0,7   1,7,75||,70 /,70\/,70\ ,7,70 /,70\/,70\ ,7
7,7,70 /,70\/,70\ ,7,7,7,7,7,7,7,7,7,7   1,0,0,0,0,0,0,0,05* ,0,0,0,0,0,0,76[-1,76--1,76--1,76--1,76--1,76-]1,0,0,0,0,0,0,03* ,0,0,0,0,0,0,0,0,0,0,0,7   1,7,7,7,75||,7,7,7,75||,7,7
7,7,7,75||,7,7,7,70/\,7,7,70/\,7,7,7   1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76[/1,3,3,3,3,3,3,76\]1,0,0,02* ,0,0,0,0,0,0,0,0,0,06_|,1   1,06\ ,0,0,0,7   1,7,7,7,7,7,7,7,7,7
7,7,7,7,70/\,7,70 /,70\/,70\ ,70 /,70\/,70\ ,7   1,0,0,0,04* ,0,0,0,0,06* ,0,0,0,0,0,76[|1,3,3,3,3,3,3,3,3,76|]1,0,0,0,0,0,0,0,0,06\ ,0,06_|,1   1,16 _1,16_\1,0,0,0,7   1,70/\,7,7,7,7,70/\,7,7,7
7,7,7,70 /,70\/,70\ ,7,75||,7,7,75||,7   1,0,0,0,0,0,0,0,0,0,0,0,0,0,05* ,0,76[|1,3,3,3,3,3,3,3,3,76|]1,0,0,0,0,06* ,0,0,67| 1,07|_1,06_|,1   1,16 _1,16_|1,67 |1,04* ,0,0,70 /1,70\/,70\ ,7,7,70 /,70\/,70\ ,7,7
7,70/\,7,7,75||,7,7,7,7,7,7   1,0,0,0,0,0,06* ,0,0,0,03* ,0,0,0,0,0,0,76[|1,3,3,3,37||,37||,3,3,3,76|]1,0,0,05* ,0,0,0,0,67| 1,16| 1,1   1,16 _1,16_|1,6   1,67 |1,0,0,0,7   1,75||,7,7,7,7,75||,7,7,7
70 /,70\/,70\ ,7,7,7,7,7,7,7   1,0,0,0,0,0,0,0,0,0,0,0,0,0,04* ,0,0,0,76[|1,3,3,3,37||,37||,3,3,3,76|]1,0,0,0,0,0,0,0,67| 1,16|_1,16__1,16_|1,6   1,67__1,67 |1,0,0,0,7   1,7,70/\,7,7,7,7,7,7,7
7,75||,7,70/\,7,7,7,7,7   1,0,0,04* ,0,0,0,03* ,0,0,0,0,0,0,0,0,0,0,0,76[|1,3,3,3,3,3,3,3,3,76|]1,0,0,0,0,0,0,0,06 \,67|_1,67__1,67__1,67__1,57||1,67_|1,0,0,0,7   1,70 /,70\/,70\ ,7,7,7,7,7,7
7,7,70 /,70\/,70\ ,7,70/\,7,7   1,0,0,0,0,0,0,0,0,0,04* ,0,0,0,0,0,02* ,0,0,76[|1,3,3,3,3,3,3,3,3,76|]1,0,0,0,0,0,0,0,0,03* ,0,0,0,0,0,0,0,7   1,7,7,75||,7,7,70/\,7,7,70/\,7
7,7,7,75||,7,70 /,70\/,70\ 1,0,0,0,0,0,0,06__,0,0,0,0,0,0,06* ,0,0,0,0,0,0,76[\1,3,3,3,3,3,3,76/]1,0,0,0,0,0,0,02* ,0,0,0,0,0,04* ,0,0,0,0,7   1,7,7,7,7,70 /,70\/,70\ ,70 /,70\/,70\ 
7,7,7,7,7,7,75||,7   1,0,0,0,0,0,06 /,3   1,06|_,0,0,0,0,0,0,0,0,0,0,0,0,0,76[\1,3,3,3,3,76/]1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02* ,0,0,0,7   1,7,70/\,7,7,7,75||,7,7,75||,7
7,70/\,7,7,7,7,7   1,0,0,0,0,0,03 *,36/_1,3   1,3   1,06|_,0,06/ ,0,03* ,0,0,0,0,0,0,0,0,0,76[ 1,57: ,57 :,76 ]1,0,0,0,0,02* ,0,0,0,0,0,0,0,06_|,2   1,06\ ,0,0,0,0,7   1,70 /,70\/,70\ ,7,7,7,7,70/\,7,7
70 /,70\/,70\ ,7,70/\,7,7   1,0,0,0,0,0,0,57| 1,36|_1,3   1,3   1,06|_,57| 1,06| ,0,0,0,04* ,0,0,0,05* ,0,0,76[ 1,57: ,57 :,0,0,0,0,0,0,0,0,0,0,06\ ,0,06_|,2   1,26 _1,26_\1,0,0,0,7   1,70/\,7,75||,7,7,7,70/\,70 /,70\/,70\ ,7
7,75||,7,70 /,70\/,70\ ,7   1,0,0,0,0,0,0,57| 1,5   1,36|_1,3   1,3   1,57| 1,06| ,0,0,0,0,0,02* ,0,0,0,0,0,57: ,5,0,0,0,0,0,0,0,0,0,67| 1,06|_,06_|,2   1,26 _1,26_|1,67 |1,0,0,0,70 /1,70\/,70\ ,7,70/\,7,70 /,70\/,70\ ,75||,7,7
7,7,7,7,75||,7   1,0,0,0,04* ,0,0,0,57| 1,57_ 1,5   1,36|_1,36__1,57| 1,06/ ,0,0,0,0,0,0,0,0,0,0,0,57: ,5,76 ]1,0,0,0,0,03 *,0,0,0,67| 1,26| 1,2   1,26 _1,26_|1,6   1,67 |1,0,0,0,7   1,75||,7,70 /,70\/,70\ ,7,75||,7,7,7,7
7,7,7,7,7,7   1,0,0,0,0,0,0,0,57|_1,67||1,57__1,57__1,57__1,57|/1,0,0,0,0,0,0,0,02* ,0,0,0,76[ 1,5,57 :,0,0,0,0,0,0,0,04* ,0,67| 1,26|_1,26__1,26_|1,6   1,67__1,67 |1,0,0,0,0,7   1,7   1,7,75||,7,7,7,7,7,70/\,7
7,7,7,70/\,7,7   1,0,0,0,0,0,0,06* ,0,0,0,0,0,0,0,0,0,0,0,06* ,0,0,0,0,0,0,57: ,57 :,0,0,0,03 *,0,0,0,0,0,06 \,67|_1,67__1,67__1,67__1,57||1,67_|1,0,0,0,0,0,0,7   1,7,7,70/\,7,7,70 /,70\/,70\ 
7,70/\,70 /,70\/,70\ ,7   1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07 T,07HE,0,5,57 :,0,07EN,07D ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7   1,70 /,70\/,70\ ,7,7,75||,7
70 /,70\/,70\ ,75||,7,7   1,0,0,0,0,0,03* ,0,0,0,0,0,0,0,0,0,0,06* ,0,0,0,0,0,05* ,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02* ,0,0,0,0,0,0,0,0,7   1,75||,70/\,7,7,7,7
7,75||,7,7,7   1,0,0,0,02* ,0,0,0,0,0,0,0,0,07__,0,0,0,0,0,0,0,0,04* ,0,0,0,0,5,5,0,0,04* ,0,0,0,0,06* ,0,0,0,04* ,0,0,0,0,0,0,03 *,0,0,0,0,0,7   1,70 /,70\/,70\ ,7,7,7
7,7,7,7,7   1,0,0,0,0,0,0,0,0,0,0,0,07 /,57| 1,07|_,0,0,03* ,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,05* ,0,0,0,0,7   1,75||,7,7,7,70/\
7,7,7,70/\,7   1,0,0,0,0,0,0,06* ,0,0,0,0,57/ 1,57| 1,5   1,07|_,0,0,0,0,04* ,0,0,06* ,0,0,0,5,5,0,0,0,0,0,0,03* ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7   1,7,70/\,7,70 /,70\/
70/\,7,70 /,70\/,70\ 1,0,0,0,0,05* ,0,0,0,0,0,0,57| 1,57| 1,5   1,5   1,07|_,0,0,0,0,0,0,0,0,03 *,0,5,5,0,0,0,02* ,0,0,0,0,0,04* ,0,0,02* ,0,0,0,0,0,04* ,0,0,0,03* ,0,0,0,70 /1,70\/,70\ ,7,75||
70\/,70\ ,7,75||1,0,0,0,0,0,0,0,0,0,0,0,0,57| 1,57|_1,57__1,57__1,57__1,07|_,07| ,0,0,03 *,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04* ,0,0,0,0,0,0,0,0,0,0,0,7   1,75||,7,7,7
75||,7,7,7   1,0,0,0,0,0,0,0,0,04* ,0,0,0,57| 1,67/ 1,6   1,6   1,6   1,6   1,07/ ,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,06* ,0,0,0,0,0,0,0,0,0,0,06* ,0,0,0,0,02* ,0,0,04* ,0,7   1,7,7,7
7,70/\,7,7   1,0,0,06* ,0,0,0,0,0,0,0,0,0,57|/1,67__1,67__1,67__1,67__1,67|/1,0,07 M,07er,07ci,07 d,07'a,07vo,07ir,0,5,5,0,07MO,07ND,07E ,07DE,0,0,0,0,0,0,0,0,05* ,0,0,0,0,0,0,0,0,0,0,0,0,0,7   1,7,7,70/\
70 /,70\/,70\ ,7   1,0,0,0,0,02* ,0,0,05* ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,07 j,07ou,07é ,07au,0,5,5,0,03 D,03UN,03IY,03A ,0,0,0,0,0,0,0,0,0,0,0,0,06_|,3   1,06\ ,03* ,0,0,04* ,0,0,0,7   1,7,70 /,70\/
7,75||,7,7   1,0,0,0,03 *,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,04* ,0,0,0,0,0,06\ ,0,06_|,3   1,36 _1,36_\1,0,0,0,0,0,0,0,0,7   1,7,75||
7,7,7,7   1,0,0,0,0,0,0,0,0,0,0,06* ,0,0,0,0,0,0,0,0,0,0,0,05* ,0,0,0,0,5,5,0,0,02* ,0,0,0,0,0,0,0,0,05* ,0,17| 1,07|_1,06_|,3   1,36 _1,36_|1,17 |1,0,0,0,0,0,0,0,0,7   1,70/\,7
7,7,70/\,7   1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,06* ,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,06* ,0,0,0,0,0,0,0,17| 1,36| 1,3   1,36 _1,36_|,1   1,17 |1,0,0,0,0,0,0,0,0,70 /1,70\/,70\ 
7,70 /,70\/,70\ 1,0,0,04* ,0,0,02* ,0,0,0,03* ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,05* ,0,0,0,0,0,0,0,0,0,17| 1,36|_1,36__,36_|,1   1,17__1,17 |1,0,0,0,0,0,0,0,0,7   1,75||,7
7,7,75||,7   1,0,0,0,0,0,0,0,0,0,0,0,0,04* ,06__,0,03* ,0,0,0,0,0,0,0,0,0,04* ,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,06 \,17|_1,17__1,17__1,17__1,57||1,17_|1,0,0,06* ,0,0,0,0,7   1,70/\,7,7
7,7,7,7   1,0,0,0,0,0,0,0,03 *,0,0,0,0,06 /,2   1,06|_,0,0,0,04* ,0,0,04* ,0,0,0,0,0,5,5,0,02* ,0,0,0,0,0,0,0,0,02* ,0,0,0,0,03* ,0,0,0,0,0,0,0,0,0,0,0,70 /1,70\/,70\ ,7
7,70/\,7,7,7   1,0,0,0,0,0,0,0,0,0,0,0,26/_1,2   1,2   1,06|_,0,06/ ,0,0,0,0,03Cr,03ée,03 p,03ar,0,5,5,0,03Av,03ec,03 l,03'a,03id,03e ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,02* ,0,0,0,7   1,75||,7,7
70 /,70\/,70\ ,7,7   1,0,0,0,0,0,0,0,0,0,0,0,67| 1,26|_1,2   1,2   1,06|_,67| 1,06| ,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,04* ,0,0,0,02* ,0,0,0,0,0,0,0,0,0,7   1,7,7,7
7,75||,7,7,70/\1,0,0,0,0,0,03 *,0,0,0,0,0,67| 1,6   1,26|_1,2   1,2   1,67| 1,06| ,0,0,0,07 R,07an,07dy,0,75^^4Randy,5,5,72^^4Théo,0,07Th,07éo,0,0,0,0,0,0,0,03* ,0,0,0,0,0,0,0,0,02* ,0,0,0,0,0,7   1,7,7,7,7
7,7,7,70 /,70\/,70\ 1,0,0,0,0,0,0,0,0,0,0,67| 1,67_ 1,6   1,26|_1,26__1,67| 1,06/ ,0,07DE,07 W,07AN,07CK,07ER,0,0,5,5,0,0,07CA,07NO,07EN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7   1,7,70/\,7,7
7,7,70/\,7,75||,7   1,0,0,03 *,0,0,0,0,0,0,0,67|_1,57||1,67__1,67__1,67__1,67|/1,0,0,0,0,0,0,0,02* ,0,5,5,0,0,0,03 *,0,0,0,0,0,0,0,0,0,04* ,0,0,0,0,0,0,0,0,0,0,0,0,7   1,70 /,70\/,70\ ,7
7,70 /,70\/,70\ ,7,7,7   1,0,0,0,0,0,0,0,0,0,06* ,0,0,0,0,0,0,0,0,0,07Ma,07th,07is,0,74^^4Mathis,5,5,73^^4Florine,0,07Fl,07or,07in,07e ,0,0,03 *,0,0,05* ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7   1,7,75||,7,7
7,7,75||,7,7,7,7   1,0,0,0,0,0,06* ,0,0,0,0,0,0,0,0,0,0,03* ,0,0,07PI,07LL,07OT,0,05* ,5,5,0,0,07DE,07FO,07SS,07EZ,0,0,0,0,0,0,0,0,0,0,0,0,04* ,0,0,05* ,0,0,0,7   1,7,7,7,7,7
7,7,7,7,7,70/\,7,7   1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,06* ,0,0,0,0,0,03 *,0,0,0,0,0,0,0,02* ,0,0,0,0,0,0,0,0,0,7   1,7,70/\,7,7,7
7,7,70/\,7,70 /,70\/,70\ ,7,7   1,0,0,03* ,0,0,0,0,05* ,0,0,0,0,0,0,0,0,0,03* ,0,0,0,0,5,5,0,0,0,04* ,0,0,0,0,0,0,0,0,06* ,0,0,0,0,0,0,0,0,0,0,0,7   1,7,70 /,70\/,70\ ,7,7
7,70 /,70\/,70\ ,7,75||,7,7,7,7   1,0,0,0,0,04* ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,06_|,4   1,06\ ,0,0,0,0,0,0,02* ,0,0,7   1,7,7,75||,7,7,7
7,7,75||,7,7,7,7,7,7,7,7   1,0,0,04* ,0,0,0,0,0,06* ,0,0,0,0,04* ,0,0,06* ,0,0,0,5,5,0,0,0,0,0,06* ,0,0,0,06\ ,0,06_|,4   1,46 _1,46_\1,0,0,03 *,0,0,0,0,0,7   1,7,7,7,7,7,70/\,7
7,7,7,7,7,7,7,70/\,7,7,7,7   1,0,0,0,0,0,0,0,0,0,0,03* ,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,27| 1,07|_,06_|,4   1,46 _1,46_|1,27 |1,02* ,0,0,0,0,0,0,7   1,7,7,70/\,7,7,70 /,70\/,70\ 
7,70/\,7,7,70/\,7,70 /,70\/,70\ ,7,70/\,7,7   1,0,0,0,0,0,0,0,0,06* ,0,0,0,0,03* ,0,0,0,0,5,5,0,0,0,0,03* ,0,0,0,27| 1,46| 1,4   1,46 _1,46_|1,2   1,27 |1,0,0,0,0,0,0,7   1,70/\,7,70 /,70\/,70\ ,7,7,75||,7
70 /,70\/,70\ ,70 /,70\/,70\ ,7,75||,7,70 /,70\/,70\ ,7,7   1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,04* ,0,5,5,0,02* ,0,0,0,0,0,04* ,27| 1,46|_1,46__1,46_|1,2   1,27__1,27 |1,0,0,0,0,0,7   1,70 /,70\/,70\ ,7,75||,7,7,7,7,70/\
7,75||,7,7,75||,7,7,7,7,7,75||,7,7,70/\,7   1,7   1,0,0,0,0,03* ,0,0,0,0,0,0,0,0,03 *,0,5,5,0,0,0,0,0,0,0,0,06 \,27|_1,27__1,27__1,27__1,57||1,27_|1,0,0,0,7   1,7   1,7,7,75||,7,7,7,7,70/\,7,70 /,70\/
7,7,7,7,7,70/\,7,7,7,70/\,7,7,70 /,70\/,70\ ,7,70/\1,7   1,0,0,0,0,0,04* ,0,0,0,0,0,0,0,5,5,0,0,0,0,04* ,0,0,0,0,0,02* ,0,0,0,0,0,7   1,7   1,7,7,70/\,7,7,7,70/\,7,70 /,70\/,70\ ,7,75||
7,70/\,7,7,70 /,70\/,70\ ,7,70 /,70\/,70\ ,7,7,75||,7,70 /,70\/,70\ ,70/\1,7   1,0,0,0,0,0,0,0,02* ,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7   1,7   1,7   1,70/\,7,7,70 /,70\/,70\ ,7,70 /,70\/,70\ ,7,75||,7,7,7
70 /,70\/,70\ ,7,7,75||,7,7,7,75||,7,7,70/\,7,7,7,75||,70 /,70\/,70\ ,7   1,7   1,7   1,0,0,0,0,0,0,0,0,5,5,0,02* ,0,0,0,0,0,0,0,0,7   1,7   1,70/\1,7,7,70 /,70\/,70\ ,7,7,75||,7,70/\,7,75||,7,7,7,7,7,7
7,75||,7,7,7,7,70/\,7,7,7,7,70 /,70\/,70\ ,7,70/\,7,7,75||,7,7,7,7,70/\1,7   1,7   1,7   1,0,0,0,0,5,5,0,0,0,0,0,0,7   1,70/\1,7   1,7   1,7,70 /,70\/,70\ ,7,7,75||,7,7,7,70/\,70 /,70\/,70\ ,7,7,7,7,70/\,7,7
7,7,70/\,7,7,70 /,70\/,70\ ,7,70/\,7,7,75||,7,70 /,70\/,70\ ,7,70/\,7,70/\,7,70 /,70\/,70\ ,7,7,70/\1,7   1,0,0,5,5,0,0,7   1,70/\1,7   1,7   1,70 /,70\/,70\ ,7,70/\,7,75||,7,70/\,7,7,7,7,70 /,70\/,7,75||,7,7,70/\,7,70 /,70\/,70\ ,7
7,70 /,70\/,70\ ,7,7,75||,7,70 /,70\/,70\ ,7,7,7,7,75||,7,70 /,70\/,70\/,70\/,70\ ,7,75||,7,7,70 /,70\/,70\ 1,0,0,5   3,5,0,0,70 /1,70\/,70\ ,7,7,75||,7,70 /,70\/,70\ ,7,70 /,70\/,70\ ,7,7,70/\,7,75||,7,7,7,70 /,70\/,70\ ,7,75||,7,7
7,7,75||,7,7,7,7,7,7,75||,7,7,7,7,7,7,7,7,75||,7,75||,7,7,7,7,7,7,75||,7,7   1,0   2duniya_plain,5   2duniya_plain,5   2duniya_plain,0   2duniya_plain,7   1,7,75||,7,7,7,7,7,7,75||,7,7,7,75||,7,7,70 /,70\/,70\ ,7,7,7,7,7,75||,7,7,7,7,7
